"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"M3L3WRE7","journalArticle","2020","Adamo, Maria; Tomaselli, Valeria; Tarantino, Cristina; Vicario, Saverio; Veronico, Giuseppe; Lucas, Richard; Blonda, Palma","Knowledge-Based Classification of Grassland Ecosystem Based on Multi-Temporal WorldView-2 Data and FAO-LCCS Taxonomy","Remote Sensing","","2072-4292","10.3390/rs12091447","https://www.mdpi.com/2072-4292/12/9/1447","Grassland ecosystems can provide a variety of services for humans, such as carbon storage, food production, crop pollination and pest regulation. However, grasslands are today one of the most endangered ecosystems due to land use change, agricultural intensification, land abandonment as well as climate change. The present study explores the performance of a knowledge-driven GEOgraphic-Object—based Image Analysis (GEOBIA) learning scheme to classify Very High Resolution (VHR) images for natural grassland ecosystem mapping. The classification was applied to a Natura 2000 protected area in Southern Italy. The Food and Agricultural Organization Land Cover Classification System (FAO-LCCS) hierarchical scheme was instantiated in the learning phase of the algorithm. Four multi-temporal WorldView-2 (WV-2) images were classified by combining plant phenology and agricultural practices rules with prior-image spectral knowledge. Drawing on this knowledge, spectral bands and entropy features from one single date (Post Peak of Biomass) were firstly used for multiple-scale image segmentation into Small Objects (SO) and Large Objects (LO). Thereafter, SO were labelled by considering spectral and context-sensitive features from the whole multi-seasonal data set available together with ancillary data. Lastly, the labelled SO were overlaid to LO segments and, in turn, the latter were labelled by adopting FAO-LCCS criteria about the SOs presence dominance in each LO. Ground reference samples were used only for validating the SO and LO output maps. The knowledge driven GEOBIA classifier for SO classification obtained an OA value of 97.35% with an error of 0.04. For LO classification the value was 75.09% with an error of 0.70. At SO scale, grasslands ecosystem was classified with 92.6%, 99.9% and 96.1% of User’s, Producer’s Accuracy and F1-score, respectively. The findings reported indicate that the knowledge-driven approach not only can be applied for (semi)natural grasslands ecosystem mapping in vast and not accessible areas but can also reduce the costs of ground truth data acquisition. The approach used may provide different level of details (small and large objects in the scene) but also indicates how to design and validate local conservation policies.","2020-01","2022-03-22 08:12:44","2022-03-22 08:12:44","2022-03-22 08:12:44","1447","","9","12","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 9 Publisher: Multidisciplinary Digital Publishing Institute","","/Users/mac/Zotero/storage/S5UJ6TF9/Adamo et al. - 2020 - Knowledge-Based Classification of Grassland Ecosys.pdf; /Users/mac/Zotero/storage/D7C72VW7/1447.html","","","expert knowledge; grasslands ecosystems; object-based classification; Very High Resolution (VHR)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FT53M293","thesis","2018","Stark, Thomas","Using Deep Convolutional Neural Networks for the Identification of Informal Settlements to Improve a Sustainable Development in Urban Environments","","","","","https://elib.dlr.de/119019/","Currently about one-quarter of the world’s urban population live in slums. Slums are defined by the United Nations (UN) as informal settlements or areas deprived of access to water, sanitation and durable housing. The buildings in slums are overcrowded and lack land tenure security. Slum-identification studies are very much driven by the persistence and growth of slums and the emergence of new slums being inexorably part of contemporary urbanization processes, particularly in the global south where rapid slum development is linked to the failure of formal land markets and low planning capacity. Identifying slums is an import aspect in urban environments of mega-cities. The information on location, boundaries and population in informal settlements is of great need for social economic studies and thus providing beneficial insight for a sustainable urban development. Beyond the identification of informal settlements and their physical parameters it is of great interest to provide these areas with an optimal fresh water-pipe infrastructure, since their supply of water is very limited. The view from above using remote sensing data makes it possible to grasp the physical spatial settlement structures and, accordingly, to approach the characterizing parameters of slums and with this in mind image class segmentation on slum mapping can be done using different approaches. In recent years mainly object based, machine learning and texture classification approaches have been used to identify slums in urban areas. Regular machine learning tasks are limited because of their manually designed features. Another disadvantage of those methods is the inability to transfer the classifier to different datasets. This study provides a combination of methods in deep learning to achieve respectable accuracies in mapping informal settlements. Detected slums provide the prerequisite for establishing an optimal water supply network for all informal settlements. Since this procedure depends very much on the input geo-data, multiple ways of slum mapping using deep convolutional neural networks are presented and the cost of an optimal water-pipe network supplying all slum dwellers with water is calculated for Mumbai and Delhi. Class segmentation performance was evaluated using overall and class based accuracy metrics. Using a pre-trained fully convolutional network resulted in an overall Pixel Accuracy for informal settlements of 78% and a mean Intersection over Union of 68%, while fine-tuned FCNs could achieve an overall Pixel Accuracy for informal settlements of 75% and a mean intersection over union of 63%. Using the best performing FCN a water supply infrastructure was built optimized to the shortest path connecting all slums using different approaches. The investment of a pipeline network providing clean water would cost about 16 million e for Mumbai and 12 million e for Delhi after 10 years of operation.","2018-02","2022-03-22 08:18:13","2022-03-22 08:18:13","2022-03-22 08:18:13","","91","","","","","","","","","","Technische Universität München","","de","","masters","","","elib.dlr.de","","","","/Users/mac/Zotero/storage/GYFBNGWQ/Stark - 2018 - Using Deep Convolutional Neural Networks for the I.pdf; /Users/mac/Zotero/storage/U4VGAPSN/119019.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4862ZMHT","journalArticle","2020","Briola, Antonio; Turiel, Jeremy; Aste, Tomaso","Deep Learning modeling of Limit Order Book: a comparative perspective","arXiv:2007.07319 [cs, q-fin, stat]","","","","http://arxiv.org/abs/2007.07319","The present work addresses theoretical and practical questions in the domain of Deep Learning for High Frequency Trading. State-of-the-art models such as Random models, Logistic Regressions, LSTMs, LSTMs equipped with an Attention mask, CNN-LSTMs and MLPs are reviewed and compared on the same tasks, feature space and dataset, and then clustered according to pairwise similarity and performance metrics. The underlying dimensions of the modeling techniques are hence investigated to understand whether these are intrinsic to the Limit Order Book's dynamics. We observe that the Multilayer Perceptron performs comparably to or better than state-of-the-art CNN-LSTM architectures indicating that dynamic spatial and temporal dimensions are a good approximation of the LOB's dynamics, but not necessarily the true underlying dimensions.","2020-10-18","2022-03-22 08:18:30","2022-03-22 08:18:30","2022-03-22 08:18:30","","","","","","","Deep Learning modeling of Limit Order Book","","","","","","","","","","","","arXiv.org","","arXiv: 2007.07319","","/Users/mac/Zotero/storage/DY3ZIIYG/Briola et al. - 2020 - Deep Learning modeling of Limit Order Book a comp.pdf; /Users/mac/Zotero/storage/4BGLRZGI/2007.html","","","Computer Science - Machine Learning; Quantitative Finance - Computational Finance; Quantitative Finance - Trading and Market Microstructure; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JZ4JE85K","journalArticle","2020","Marchwiany, Maciej E.; Birowska, Magdalena; Popielski, Mariusz; Majewski, Jacek A.; Jastrzębska, Agnieszka M.","Surface-Related Features Responsible for Cytotoxic Behavior of MXenes Layered Materials Predicted with Machine Learning Approach","Materials","","1996-1944","10.3390/ma13143083","https://www.mdpi.com/1996-1944/13/14/3083","To speed up the implementation of the two-dimensional materials in the development of potential biomedical applications, the toxicological aspects toward human health need to be addressed. Due to time-consuming and expensive analysis, only part of the continuously expanding family of 2D materials can be tested in vitro. The machine learning methods can be used—by extracting new insights from available biological data sets, and provide further guidance for experimental studies. This study identifies the most relevant highly surface-specific features that might be responsible for cytotoxic behavior of 2D materials, especially MXenes. In particular, two factors, namely, the presence of transition metal oxides and lithium atoms on the surface, are identified as cytotoxicity-generating features. The developed machine learning model succeeds in predicting toxicity for other 2D MXenes, previously not tested in vitro, and hence, is able to complement the existing knowledge coming from in vitro studies. Thus, we claim that it might be one of the solutions for reducing the number of toxicological studies needed, and allows for minimizing failures in future biological applications.","2020-01","2022-03-22 08:23:00","2022-03-22 08:23:00","2022-03-22 08:23:00","3083","","14","13","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 14 Publisher: Multidisciplinary Digital Publishing Institute","","/Users/mac/Zotero/storage/7F5TXZTZ/Marchwiany et al. - 2020 - Surface-Related Features Responsible for Cytotoxic.pdf; /Users/mac/Zotero/storage/IJAA6ZA9/3083.html","","","machine learning; cytotoxicity; MXenes; van der Waals layered materials","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X2QTTXIX","patent","2018","Shoaib, Mohammed; Liu, Jie; Venkataramani, Swagath","Scalable-effort classifiers for energy-efficient machine learning","","","","","https://patents.google.com/patent/US9916540B2/en","","2018-03-13","2022-03-22 08:23:15","2022-03-22 08:23:15","2022-03-22 08:23:15","","","","","","","","","","","","","","en","","","","","","","","","/Users/mac/Zotero/storage/TFZ5R6FY/Shoaib et al. - 2018 - Scalable-effort classifiers for energy-efficient m.pdf","","","machine learning; biased; complexity; input value; level","","","","","","","","","","","","","","","","","","","US9916540B2","","","","","","2015-01-22","US14603222","Microsoft Technology Licensing LLC","United States","US","","","","","","","","","","","","","","","","",""
"WHB7Y84I","journalArticle","2018","Tang, Junqing; Khoja, Layla; Heinimann, Hans R.","Characterisation of survivability resilience with dynamic stock interdependence in financial networks","Applied Network Science","","2364-8228","10.1007/s41109-018-0086-z","https://doi.org/10.1007/s41109-018-0086-z","This paper examines the dynamic evolutionary process in the London Stock Exchange and uses network statistical measures to model the resilience of stock. A large historical dataset of companies was collected over 40 years (1977-2017) and conceptualised into weighted, temporally evolving and signed networks using correlation-based interdependences. Our results revealed a “fission-fusion” market growth in network topologies, which indicated the dynamic and complex characteristics of its evolutionary process. In addition, our regression and modelling results offer insights for construction a “characterisation tool” which can be used to predict stocks that have delisted and continuing performance relatively well, but were less adequate for stocks with normal performance. Moreover, the analysis of deviance suggested that the survivability resilience could be described and approximated by degree-related centrality measures. This study introduces a novel alternative for looking at the bankruptcy in the stock market and is potentially helpful for shareholders, decision- and policy-makers.","2018-07-31","2022-03-22 08:23:23","2022-03-22 08:23:23","2022-03-22 08:23:23","23","","1","3","","Appl Netw Sci","","","","","","","","en","","","","","Springer Link","","","","/Users/mac/Zotero/storage/7P5WPE6U/Tang et al. - 2018 - Characterisation of survivability resilience with .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8UW6PQ3A","journalArticle","2021","Carrillo-Cabada, Hector; Benson, Jeremy; Razavi, Asghar M.; Mulligan, Brianna; Cuendet, Michel A.; Weinstein, Harel; Taufer, Michela; Estrada, Trilce","A Graphic Encoding Method for Quantitative Classification of Protein Structure and Representation of Conformational Changes","IEEE/ACM Transactions on Computational Biology and Bioinformatics","","1557-9964","10.1109/TCBB.2019.2945291","","In order to successfully predict a proteins function throughout its trajectory, in addition to uncovering changes in its conformational state, it is necessary to employ techniques that maintain its 3D information while performing at scale. We extend a protein representation that encodes secondary and tertiary structure into fix-sized, color images, and a neural network architecture (called GEM-net) that leverages our encoded representation. We show the applicability of our method in two ways: (1) performing protein function prediction, hitting accuracy between 78 and 83 percent, and (2) visualizing and detecting conformational changes in protein trajectories during molecular dynamics simulations.","2021-07","2022-03-22 08:23:54","2022-03-22 08:23:54","","1336-1349","","4","18","","","","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE/ACM Transactions on Computational Biology and Bioinformatics","","/Users/mac/Zotero/storage/58YYWA9N/8859247.html","","","Encoding; graphic representation; Machine learning; molecular encoding; neural networks; Neural networks; Protein function prediction; Proteins; Three-dimensional displays; Trajectory; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9XEY4D6R","journalArticle","2021","Cannistra, Anthony F.; Shean, David E.; Cristea, Nicoleta C.","High-resolution CubeSat imagery and machine learning for detailed snow-covered area","Remote Sensing of Environment","","0034-4257","10.1016/j.rse.2021.112399","https://www.sciencedirect.com/science/article/pii/S0034425721001176","Snow cover affects a diverse array of physical, ecological, and societal systems. As such, the development of optical remote sensing techniques to measure snow-covered area (SCA) has enabled progress in a wide variety of research domains. However, in many cases, the spatial and temporal resolutions of currently available remotely sensed SCA products are insufficient to capture SCA evolution at spatial and temporal resolutions relevant to the study of fine-scale spatially heterogeneous phenomena. We developed a convolutional neural network-based method to identify snow covered area using the ~3 m, 4-band PlanetScope optical satellite image dataset with ~daily, near-global coverage. By comparing our model performance to snow extent derived from high-resolution airborne lidar differential depth measurements and satellite platforms in two North American sites (Sierra Nevada, CA, USA and Rocky Mountains, CO, USA), we show that these emerging image archives have great potential to accurately observe snow-covered area at high spatial and temporal resolutions despite limited radiometric bandwidth and band placement. We achieve average snow classification F-Scores of 0.73 in our training basin and 0.67 in a climatically-distinct out-of-sample basin, suggesting opportunities for model transferability. We also evaluate the performance of these data in forested regions, suggesting avenues for further research. The unparalleled spatial and temporal coverage of CubeSat imagery offers an excellent opportunity for satellite remote sensing of snow, with real implications for ecological and water resource applications.","2021-06-01","2022-03-22 08:26:15","2022-03-22 08:26:15","2022-03-22 08:26:15","112399","","","258","","Remote Sensing of Environment","","","","","","","","en","","","","","ScienceDirect","","","","/Users/mac/Zotero/storage/FPAFTR99/S0034425721001176.html","","","Machine learning; Airborne lidar; Planet; PlanetScope; Seasonal snow; Snow covered area; Supervised classification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QB92EW8W","journalArticle","2020","Ambika, M.; Raghuraman, G.; SaiRamesh, L.; Ayyasamy, A.","Intelligence – based decision support system for diagnosing the incidence of hypertensive type","Journal of Intelligent & Fuzzy Systems","","1064-1246","10.3233/JIFS-190143","https://content.iospress.com/articles/journal-of-intelligent-and-fuzzy-systems/ifs190143","Hypertension is a major non-communicable disease, a silent killer that serves as a root cause for many entangled maladies. Early analysis and detection will play vital roles in reducing the prevalence of hypertension and its associated risk factors.","2020-01-01","2022-03-22 08:26:33","2022-03-22 08:26:33","2022-03-22 08:26:33","1811-1825","","2","38","","","","","","","","","","en","","","","","content.iospress.com","","Publisher: IOS Press","","/Users/mac/Zotero/storage/62HWPMR6/ifs190143.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LLCZAH2N","journalArticle","2020","Shehzad, Aaqib; Rockwood, Kenneth; Stanley, Justin; Dunn, Taylor; Howlett, Susan E.","Use of Patient-Reported Symptoms from an Online Symptom Tracking Tool for Dementia Severity Staging: Development and Validation of a Machine Learning Approach","Journal of Medical Internet Research","","","10.2196/20840","https://www.jmir.org/2020/11/e20840","Background: SymptomGuide Dementia (DGI Clinical Inc) is a publicly available online symptom tracking tool to support caregivers of persons living with dementia. The value of such data are enhanced when the specific dementia stage is identified. Objective: We aimed to develop a supervised machine learning algorithm to classify dementia stages based on tracked symptoms. Methods: We employed clinical data from 717 people from 3 sources: (1) a memory clinic; (2) long-term care; and (3) an open-label trial of donepezil in vascular and mixed dementia (VASPECT). Symptoms were captured with SymptomGuide Dementia. A clinician classified participants into 4 groups using either the Functional Assessment Staging Test or the Global Deterioration Scale as mild cognitive impairment, mild dementia, moderate dementia, or severe dementia. Individualized symptom profiles from the pooled data were used to train machine learning models to predict dementia severity. Models trained with 6 different machine learning algorithms were compared using nested cross-validation to identify the best performing model. Model performance was assessed using measures of balanced accuracy, precision, recall, Cohen κ, area under the receiver operating characteristic curve (AUROC), and area under the precision-recall curve (AUPRC). The best performing algorithm was used to train a model optimized for balanced accuracy. Results: The study population was mostly female (424/717, 59.1%), older adults (mean 77.3 years, SD 10.6, range 40-100) with mild to moderate dementia (332/717, 46.3%). Age, duration of symptoms, 37 unique dementia symptoms, and 10 symptom-derived variables were used to distinguish dementia stages. A model trained with a support vector machine learning algorithm using a one-versus-rest approach showed the best performance. The correct dementia stage was identified with 83% balanced accuracy (Cohen κ=0.81, AUPRC 0.91, AUROC 0.96). The best performance was seen when classifying severe dementia (AUROC 0.99). Conclusions: A supervised machine learning algorithm exhibited excellent performance in identifying dementia stages based on dementia symptoms reported in an online environment. This novel dementia staging algorithm can be used to describe dementia stage based on user-reported symptoms. This type of symptom recording offers real-world data that reflect important symptoms in people with dementia.","2020-11-11","2022-03-22 08:26:46","2022-03-22 08:26:46","2022-03-22 08:26:46","e20840","","11","22","","","Use of Patient-Reported Symptoms from an Online Symptom Tracking Tool for Dementia Severity Staging","","","","","","","EN","","","","","www.jmir.org","","Company: Journal of Medical Internet Research Distributor: Journal of Medical Internet Research Institution: Journal of Medical Internet Research Label: Journal of Medical Internet Research Publisher: JMIR Publications Inc., Toronto, Canada","","/Users/mac/Zotero/storage/Q2J65WIY/Shehzad et al. - 2020 - Use of Patient-Reported Symptoms from an Online Sy.pdf; /Users/mac/Zotero/storage/5P7EHMWQ/e20840.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YMUT3X4K","journalArticle","2020","Mortaz, Ebrahim","Imbalance accuracy metric for model selection in multi-class imbalance classification problems","Knowledge-Based Systems","","0950-7051","10.1016/j.knosys.2020.106490","https://www.sciencedirect.com/science/article/pii/S0950705120306195","The overall accuracy, macro precision, macro recall, F-score and class balance accuracy, due to their simplicity and easy interpretation, have been among the most popular metrics to measure the performance of classifiers on multi-class problems. However, on imbalance datasets, some of these metrics can be unfairly influenced by heavier classes. Therefore, it is recommended that they are used as a group and not individually. This strategy can unnecessarily complicate the model selection and evaluation in imbalance datasets. In this paper, we introduce a new metric, imbalance accuracy metric (IAM), that can be used as a solo measure for model evaluation and selection. The IAM is built up on top of the existing metrics, is simple to use, and easy to interpret. This metric is meant to be used as a bottom-line measure aiming to eliminate the need for group metric computation and simplify the model selection.","2020-12-27","2022-03-22 08:27:05","2022-03-22 08:27:05","2022-03-22 08:27:05","106490","","","210","","Knowledge-Based Systems","","","","","","","","en","","","","","ScienceDirect","","","","/Users/mac/Zotero/storage/N23AY535/S0950705120306195.html","","","Machine learning; Classification accuracy; Imbalance datasets; Knowledge discovery; Multi-class problems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9EEQ3TR8","journalArticle","2020","Petrović, Nataša; Moyà-Alcover, Gabriel; Jaume-i-Capó, Antoni; González-Hidalgo, Manuel","Sickle-cell disease diagnosis support selecting the most appropriate machine learning method: Towards a general and interpretable approach for cell morphology analysis from microscopy images","Computers in Biology and Medicine","","0010-4825","10.1016/j.compbiomed.2020.104027","https://www.sciencedirect.com/science/article/pii/S0010482520303589","In this work we propose an approach to select the classification method and features, based on the state-of-the-art, with best performance for diagnostic support through peripheral blood smear images of red blood cells. In our case we used samples of patients with sickle-cell disease which can be generalized for other study cases. To trust the behavior of the proposed system, we also analyzed the interpretability. We pre-processed and segmented microscopic images, to ensure high feature quality. We applied the methods used in the literature to extract the features from blood cells and the machine learning methods to classify their morphology. Next, we searched for their best parameters from the resulting data in the feature extraction phase. Then, we found the best parameters for every classifier using Randomized and Grid search. For the sake of scientific progress, we published parameters for each classifier, the implemented code library, the confusion matrices with the raw data, and we used the public erythrocytesIDB dataset for validation. We also defined how to select the most important features for classification to decrease the complexity and the training time, and for interpretability purpose in opaque models. Finally, comparing the best performing classification methods with the state-of-the-art, we obtained better results even with interpretable model classifiers.","2020-11-01","2022-03-22 08:28:01","2022-03-22 08:28:01","2022-03-22 08:28:01","104027","","","126","","Computers in Biology and Medicine","Sickle-cell disease diagnosis support selecting the most appropriate machine learning method","","","","","","","en","","","","","ScienceDirect","","","","/Users/mac/Zotero/storage/P8B3H747/Petrović et al. - 2020 - Sickle-cell disease diagnosis support selecting th.pdf","","","Machine learning; Interpretability; Microscopy image; Morphology analysis; Red blood cell; Sickle-cell disease","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PXGVV68K","journalArticle","2021","Bergado, John Ray; Persello, Claudio; Reinke, Karin; Stein, Alfred","Predicting wildfire burns from big geodata using deep learning","Safety Science","","0925-7535","10.1016/j.ssci.2021.105276","https://www.sciencedirect.com/science/article/pii/S0925753521001211","Wildfire continues to be a major environmental problem in the world. To help land and fire management agencies manage and mitigate wildfire-related risks, we need to develop tools for mapping those risks. Big geodata—in the form of remotely sensed images, ground-based sensor observations, and topographical datasets—can help us characterize the dynamics of wildfire related events. In this study, we design a deep fully convolutional network, called AllConvNet, to produce daily maps of the probability of a wildfire burn over the next 7 days. We applied it to burns in Victoria, Australia for the period of 2006–2017. Fifteen factors that were extracted from six different datasets and resulted into 29 quantitative features, were selected as input to the network. We compared it with three baseline methods: SegNet, multilayer perceptron, and logistic regression. AllConvNet outperforms the other three baseline methods in four of the six quantitative metrics considered. AllConvNet and SegNet provide smoother and more regularized predicted maps, with SegNet providing greater sensitivity in dificriminating less wildfire-prone locations. Input feature statistical importance was measured for all the networks and compared against logistic regression coefficients. Total precipitation, lightning flash density, and land surface temperature occur to be consistently highly weighted by all models while terrain aspect components, wind direction components, certain land cover classes (such as crop field and woodland), and distance from power lines are ranked on the lower end. We conclude that wild-fire burn prediction methods based on deep learning present quantitative and qualitative gains.","2021-08-01","2022-03-22 08:28:11","2022-03-22 08:28:11","2022-03-22 08:28:11","105276","","","140","","Safety Science","","","","","","","","en","","","","","ScienceDirect","","","","/Users/mac/Zotero/storage/AYFHDQYD/S0925753521001211.html","","","Big geodata; Convolutional networks; Deep learning; Input statistical importance; Wildfire burn prediction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GKQK6XVJ","conferencePaper","2020","Shateri, Mohammadhadi; Messina, Francisco; Piantanida, Pablo; Labeau, Fabrice","On the Impact of Side Information on Smart Meter Privacy-Preserving Methods","2020 IEEE International Conference on Communications, Control, and Computing Technologies for Smart Grids (SmartGridComm)","","","10.1109/SmartGridComm47815.2020.9302948","","Smart meters (SMs) can pose privacy threats for consumers, an issue that has received significant attention in recent years. This paper studies the impact of Side Information (SI) on the performance of possible attacks to real-time privacy-preserving algorithms for SMs. In particular, we consider a deep adversarial learning framework, in which the desired releaser, which is a Recurrent Neural Network (RNN), is trained by fighting against an adversary network until convergence. To define the objective for training, two different approaches are considered: the Causal Adversarial Learning (CAL) and the Directed Information (DI)-based learning. The main difference between these approaches relies on how the privacy term is measured during the training process. The releaser in the CAL method, disposing of supervision from the actual values of the private variables and feedback from the adversary performance, tries to minimize the adversary log-likelihood. On the other hand, the releaser in the DI approach completely relies on the feedback received from the adversary and is optimized to maximize its uncertainty. The performance of these two algorithms is evaluated empirically using real-world SMs data, considering an attacker with access to SI (e.g., the day of the week) that tries to infer the occupancy status from the released SMs data. The results show that, although they perform similarly when the attacker does not exploit the SI, in general, the CAL method is less sensitive to the inclusion of SI. However, in both cases, privacy levels are significantly affected, particularly when multiple sources of SI are included.","2020-11","2022-03-22 08:28:19","2022-03-22 08:28:19","","1-6","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","/Users/mac/Zotero/storage/YIMEZTYJ/9302948.html; /Users/mac/Zotero/storage/6YQ84VAQ/Shateri et al. - 2020 - On the Impact of Side Information on Smart Meter P.pdf","","","Data privacy; Privacy; Training; Optimization; Power demand; Random variables; Smart grids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020 IEEE International Conference on Communications, Control, and Computing Technologies for Smart Grids (SmartGridComm)","","","","","","","","","","","","","","",""
"RJF5M4IE","journalArticle","","Rojas, Francisco Arias","Exploring machine learning for disease assessment from high-resolution UAV imagery","","","","","","","","2022-03-22 08:28:49","2022-03-22 08:28:49","","81","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/mac/Zotero/storage/LIYP5YNM/Rojas - Exploring machine learning for disease assessment .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZH7EF9PG","journalArticle","2019","Hughes, Lloyd Haydn; Streicher, Simon; Chuprikova, Ekaterina; Du Preez, Johan","A Cluster Graph Approach to Land Cover Classification Boosting","Data","","2306-5729","10.3390/data4010010","https://www.mdpi.com/2306-5729/4/1/10","When it comes to land cover classification, the process of deriving the land classes is complex due to possible errors in algorithms, spatio-temporal heterogeneity of the Earth observation data, variation in availability and quality of reference data, or a combination of these. This article proposes a probabilistic graphical model approach, in the form of a cluster graph, to boost geospatial classifications and produce a more accurate and robust classification and uncertainty product. Cluster graphs can be characterized as a means of reasoning about geospatial data such as land cover classifications by considering the effects of spatial distribution, and inter-class dependencies in a computationally efficient manner. To assess the capabilities of our proposed cluster graph boosting approach, we apply it to the field of land cover classification. We make use of existing land cover products (GlobeLand30, CORINE Land Cover) along with data from Volunteered Geographic Information (VGI), namely OpenStreetMap (OSM), to generate a boosted land cover classification and the respective uncertainty estimates. Our approach combines qualitative and quantitative components through the application of our probabilistic graphical model and subjective expert judgments. Evaluating our approach on a test region in Garmisch-Partenkirchen, Germany, our approach was able to boost the overall land cover classification accuracy by 1.4% when compared to an independent reference land cover dataset. Our approach was shown to be robust and was able to produce a diverse, feasible and spatially consistent land cover classification in areas of incomplete and conflicting evidence. On an independent validation scene, we demonstrated that our cluster graph boosting approach was generalizable even when initialized with poor prior assumptions.","2019-03","2022-03-22 08:30:57","2022-03-22 08:30:57","2022-03-22 08:30:57","10","","1","4","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 1 Publisher: Multidisciplinary Digital Publishing Institute","","/Users/mac/Zotero/storage/Q72WLWXX/Hughes et al. - 2019 - A Cluster Graph Approach to Land Cover Classificat.pdf; /Users/mac/Zotero/storage/Q9274Z3Z/10.html","","","classification; cluster graphs; crowdsourcing data; land cover; OSM; probabilistic graphical models","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HNGII2TV","conferencePaper","2020","Martel, Félix; Dupuy, Tamara; Moly, Alexandre; Chabardès, Stéphan; Aksenova, Tetiana","Evaluation criteria for closed-loop adaptive dynamic discrete-continuous brain-computer interfaces: clinical study case with tetraplegic patient","2020 International Joint Conference on Neural Networks (IJCNN)","","","10.1109/IJCNN48605.2020.9207243","","Quantifying and evaluating properly the performances is a critical issue in BCI experiments. The choice of the most adapted metrics can be difficult because they are specific to the experimental paradigm, task control, and data. In the current study evaluation criteria for closed-loop adaptive dynamic and hierarchical discrete-continuous brain-computer interfaces are examined. The challenges such as imbalanced multi-class bias for discrete decoding (classification), online computing cost and dynamic analysis of results in time are considered. There are two main objectives of the study: identifying the best suited performances metrics according to the requirements and combining several levels of evaluation in the whole BCI system (decoder and patient oriented). The main novelty of the study is the combination of several common metrics with new temporal metrics and a time dynamic approach which allows adequately reflect the performance of adaptive dynamic and hierarchical discrete-continuous brain-computer interfaces BCI systems. Additional response time and blocking error patterns reveal complementary information for BCI system performance evaluation. Developed criteria are applied to performance evaluation of 8-dimensional exoskeleton control by tetraplegic patient for both decoder and user-centered metrics.","2020-07","2022-03-22 08:31:28","2022-03-22 08:31:28","","1-10","","","","","","Evaluation criteria for closed-loop adaptive dynamic discrete-continuous brain-computer interfaces","","","","","","","","","","","","IEEE Xplore","","ISSN: 2161-4407","","/Users/mac/Zotero/storage/8J6DH8GW/9207243.html","","","Training; adaptive; brain computer interface; Brain-computer interfaces; continuous; Decoding; discrete; hybrid; Measurement; metrics; online; performance; self-paced; Task analysis; Time factors; Transducers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020 International Joint Conference on Neural Networks (IJCNN)","","","","","","","","","","","","","","",""
